id ,status,age,n_child,education,profession,device,account_balance,loan,mortgage,credit,positive,campaign_type,consent,n_contact,l_date,l_call_duration,p_outcome,n_p_contact,p_days,subscribed
527228,married,46,unknown,doctoral,manager,cellular,6747,False,False,False,True,phone call,False,1,23-Sep,133,failure,2,779,False
499635,married,60,1,master,accountant,telephone,3223,False,False,False,True,phone call,False,2,28-Jul,103,unknown,0,-1,False
520352,married,47,unknown,doctoral,retired,cellular,-437,False,True,False,False,phone call,False,2,14-May,160,unknown,0,-1,False
487733,married,36,unknown,bachelor,engineer,unknown,-284,True,True,False,False,phone call,False,1,23-May,624,unknown,0,-1,False
509231,divorced,34,unknown,doctoral,student,cellular,623,False,False,False,True,phone call,False,6,20-Nov,346,unknown,0,-1,False
489042,single,28,unknown,master,engineer,unknown,1674,False,True,False,True,phone call,False,1,28-May,186,unknown,0,-1,False
487867,divorced,36,1,doctoral,scientist,unknown,10,False,False,False,True,phone call,False,2,23-May,487,unknown,0,-1,False
521885,single,32,3 or more,doctoral,scientist,cellular,599,False,True,False,True,phone call,True,4,25-May,556,unknown,0,-1,True
503251,married,30,2,doctoral,retired,cellular,339,False,False,False,True,phone call,False,6,13-Aug,70,unknown,0,-1,False
503881,married,48,0,unknown,unknown,cellular,13,False,False,False,True,phone call,False,2,19-Aug,96,unknown,0,-1,False
518425,single,35,0,master,manager,cellular,330,False,True,False,True,phone call,False,5,11-May,8,failure,12,171,False
501747,married,37,unknown,doctoral,manager,cellular,2171,False,False,False,True,phone call,False,7,06-Aug,185,unknown,0,-1,False
507800,married,46,0,doctoral,retired,cellular,984,True,True,False,True,phone call,False,1,18-Nov,261,unknown,0,-1,False
521025,single,34,1,master,technician,cellular,2854,False,False,False,True,phone call,False,8,15-May,22,failure,13,331,False
512415,married,32,unknown,bachelor,engineer,cellular,596,False,True,False,True,phone call,False,2,04-Feb,567,failure,2,267,False
486771,married,39,3 or more,master,engineer,unknown,278,False,True,False,True,phone call,False,1,20-May,196,unknown,0,-1,False
519342,married,47,0,master,architect,telephone,10,False,True,False,True,phone call,False,2,13-May,20,unknown,0,-1,False
522178,divorced,42,unknown,doctoral,manager,cellular,10,False,False,False,True,phone call,False,1,01-Jun,407,failure,1,196,False
505028,married,60,unknown,bachelor,accountant,cellular,150,False,False,False,True,phone call,False,7,25-Aug,106,unknown,0,-1,False
493587,divorced,46,3 or more,bachelor,engineer,unknown,2593,False,False,False,True,phone call,False,6,18-Jun,49,unknown,0,-1,False
525652,married,33,3 or more,master,scientist,cellular,11,False,True,False,True,phone call,False,4,15-Mar,237,unknown,0,-1,False
484581,married,32,3 or more,bachelor,self-employed,unknown,302,False,True,False,True,phone call,False,1,12-May,521,unknown,0,-1,False
482991,divorced,54,unknown,master,scientist,unknown,29,False,True,False,True,phone call,False,2,06-May,345,unknown,0,-1,False
486274,married,29,0,master,scientist,unknown,714,False,True,False,True,phone call,False,1,16-May,120,unknown,0,-1,False
492305,married,41,0,master,scientist,unknown,91,False,False,False,True,phone call,False,2,09-Jun,156,unknown,0,-1,False
509987,married,45,unknown,master,engineer,cellular,363,False,True,False,True,phone call,False,2,21-Nov,354,failure,2,127,False
493742,single,57,unknown,master,accountant,unknown,577,False,False,False,True,phone call,False,1,19-Jun,250,unknown,0,-1,False
488067,married,25,1,doctoral,student,unknown,1074,False,True,False,True,phone call,False,2,26-May,129,unknown,0,-1,False
486299,married,44,2,doctoral,engineer,unknown,1977,False,True,False,True,phone call,False,1,16-May,630,unknown,0,-1,False
521951,single,26,unknown,doctoral,technician,cellular,1963,False,True,False,True,phone call,False,1,26-May,75,failure,1,29,False
504621,single,34,unknown,master,scientist,cellular,155,False,False,False,True,phone call,False,1,21-Aug,367,unknown,0,-1,False
509695,single,33,unknown,doctoral,manager,cellular,403,False,True,False,True,phone call,False,1,21-Nov,259,other,4,179,False
496579,married,30,unknown,master,teacher,cellular,14,False,True,False,True,phone call,False,2,11-Jul,171,unknown,0,-1,False
516934,married,46,1,master,technician,cellular,475,False,True,False,True,phone call,False,3,05-May,28,unknown,0,-1,False
510389,married,42,0,master,student,cellular,369,False,False,False,True,phone call,False,2,28-Jan,268,unknown,0,-1,False
510861,married,32,unknown,doctoral,manager,cellular,2002,False,False,False,True,phone call,False,2,29-Jan,115,failure,7,154,False
522806,divorced,46,0,doctoral,manager,cellular,1206,False,False,False,True,phone call,True,2,03-Jul,224,unknown,0,-1,True
522574,single,28,1,master,scientist,cellular,1237,False,False,False,True,phone call,False,3,09-Jun,390,success,1,102,False
491108,divorced,30,unknown,master,technician,unknown,349,False,True,False,True,phone call,True,15,04-Jun,474,unknown,0,-1,True
484143,married,33,3 or more,master,engineer,unknown,1621,True,True,False,True,phone call,False,1,09-May,131,unknown,0,-1,False
508645,married,31,unknown,master,manager,telephone,968,False,False,False,True,phone call,False,1,20-Nov,56,unknown,0,-1,False
517219,married,40,1,master,engineer,cellular,921,False,True,False,True,phone call,False,1,06-May,371,unknown,0,-1,False
526626,married,93,unknown,unknown,accountant,cellular,708,False,False,False,True,phone call,True,2,22-Jul,776,success,7,177,True
489187,married,46,unknown,master,scientist,unknown,61,False,False,False,True,phone call,True,1,28-May,718,unknown,0,-1,True
504863,married,54,unknown,bachelor,unknown,cellular,893,False,False,False,True,phone call,False,12,22-Aug,588,unknown,0,-1,False
501883,married,31,unknown,doctoral,manager,cellular,501,False,False,False,True,phone call,False,2,07-Aug,134,unknown,0,-1,False
494498,single,41,unknown,unknown,engineer,unknown,4226,False,False,False,True,phone call,False,6,20-Jun,29,unknown,0,-1,False
511459,single,47,1,master,technician,cellular,24,False,False,False,True,phone call,False,1,02-Feb,66,failure,4,266,False
494296,married,46,3 or more,doctoral,manager,unknown,887,False,True,False,True,phone call,False,3,20-Jun,589,unknown,0,-1,False
516432,married,47,3 or more,master,scientist,cellular,10,False,True,False,True,phone call,False,1,30-Apr,75,failure,1,164,False
493027,married,44,unknown,master,scientist,unknown,10,False,False,False,True,phone call,False,1,16-Jun,72,unknown,0,-1,False
523390,married,30,unknown,doctoral,manager,cellular,799,False,False,False,True,phone call,False,1,13-Aug,184,failure,5,83,False
526657,single,32,unknown,master,technician,cellular,421,False,False,False,True,phone call,False,3,26-Jul,100,failure,2,455,False
498698,single,45,unknown,doctoral,scientist,unknown,89,False,False,False,True,phone call,False,4,23-Jul,149,unknown,0,-1,False
482648,single,30,unknown,master,engineer,unknown,10,False,True,False,True,phone call,False,2,05-May,7,unknown,0,-1,False
516304,married,60,unknown,master,accountant,cellular,90,False,False,False,True,phone call,False,2,30-Apr,142,unknown,0,-1,False
508428,married,44,unknown,master,scientist,cellular,14847,True,True,True,True,phone call,False,3,19-Nov,250,unknown,0,-1,False
489308,single,35,0,doctoral,student,unknown,852,False,True,False,True,phone call,False,2,28-May,235,unknown,0,-1,False
487366,single,29,unknown,doctoral,manager,unknown,307,False,True,False,True,phone call,False,1,21-May,286,unknown,0,-1,False
516113,married,42,2,doctoral,student,cellular,9075,False,False,False,True,phone call,False,1,22-Apr,94,unknown,0,-1,False
509783,married,52,unknown,doctoral,manager,cellular,969,True,True,False,True,phone call,False,2,21-Nov,204,failure,1,175,False
512705,single,28,unknown,master,teacher,cellular,1648,False,True,False,True,phone call,False,2,05-Feb,123,success,1,203,False
496390,married,36,unknown,master,scientist,cellular,3459,False,True,False,True,phone call,False,1,11-Jul,356,unknown,0,-1,False
504988,married,32,unknown,doctoral,manager,cellular,1965,False,True,False,True,phone call,False,4,22-Aug,277,unknown,0,-1,False
513629,divorced,45,2,master,technician,cellular,2128,False,True,False,True,phone call,True,1,05-Mar,166,other,2,107,True
494334,married,37,unknown,bachelor,engineer,unknown,4557,False,True,False,True,phone call,False,3,20-Jun,35,unknown,0,-1,False
517019,married,46,0,unknown,engineer,cellular,8405,False,True,False,True,phone call,True,3,05-May,655,unknown,0,-1,True
515903,single,39,unknown,master,teacher,cellular,10,True,True,False,True,phone call,False,4,20-Apr,259,unknown,0,-1,False
501808,married,51,1,bachelor,engineer,cellular,6398,False,False,False,True,phone call,True,7,06-Aug,1326,unknown,0,-1,True
489350,single,24,unknown,doctoral,teacher,unknown,1257,False,True,False,True,phone call,False,2,28-May,1151,unknown,0,-1,False
507754,single,32,unknown,doctoral,scientist,telephone,3999,False,False,False,True,phone call,False,4,18-Nov,106,unknown,0,-1,False
511912,married,49,unknown,master,technician,cellular,1273,False,False,False,True,phone call,False,2,03-Feb,114,failure,2,180,False
526285,single,31,1,doctoral,manager,cellular,4090,False,False,False,True,phone call,False,3,14-Jun,238,other,3,98,False
509461,single,34,unknown,master,scientist,cellular,24711,False,True,False,True,phone call,False,2,21-Nov,185,unknown,0,-1,False
521214,single,33,unknown,doctoral,manager,cellular,2410,False,True,False,True,phone call,False,1,18-May,53,failure,3,180,False
501923,married,57,unknown,master,student,cellular,6982,False,False,False,True,phone call,False,2,07-Aug,94,unknown,0,-1,False
519623,married,37,unknown,doctoral,manager,cellular,1827,False,True,False,True,phone call,False,1,13-May,333,unknown,0,-1,False
513755,divorced,53,1,doctoral,manager,cellular,2031,False,False,False,True,phone call,False,2,24-Mar,115,unknown,0,-1,False
496763,divorced,52,3 or more,master,scientist,cellular,262,False,False,False,True,phone call,False,5,14-Jul,356,unknown,0,-1,False
486275,married,48,unknown,master,engineer,unknown,440,True,True,False,True,phone call,False,2,16-May,153,unknown,0,-1,False
522222,single,36,unknown,master,self-employed,cellular,776,False,False,False,True,phone call,False,2,02-Jun,333,unknown,0,-1,False
487564,married,37,0,doctoral,manager,unknown,1642,False,True,False,True,phone call,False,4,21-May,264,unknown,0,-1,False
518318,married,42,unknown,master,technician,cellular,2804,False,False,False,True,phone call,False,2,08-May,132,unknown,0,-1,False
518953,divorced,43,unknown,master,technician,cellular,978,False,True,False,True,phone call,False,1,12-May,203,failure,1,363,False
504207,married,52,unknown,master,student,cellular,-137,False,True,False,False,phone call,False,2,20-Aug,126,unknown,0,-1,False
512737,married,54,unknown,unknown,teacher,cellular,10,False,True,False,True,phone call,True,2,05-Feb,619,other,1,267,True
504687,married,41,1,doctoral,manager,cellular,13914,False,False,False,True,phone call,False,9,22-Aug,124,unknown,0,-1,False
501774,married,55,unknown,doctoral,retired,cellular,37741,False,False,False,True,phone call,False,3,06-Aug,64,unknown,0,-1,False
487362,single,35,3 or more,doctoral,manager,unknown,74,False,True,False,True,phone call,False,12,21-May,754,unknown,0,-1,False
512465,married,38,unknown,master,technician,cellular,549,False,True,False,True,phone call,False,2,04-Feb,300,unknown,0,-1,False
491500,divorced,37,unknown,doctoral,manager,unknown,161,False,True,False,True,phone call,False,1,05-Jun,206,unknown,0,-1,False
518050,married,30,0,master,engineer,cellular,185,False,True,False,True,phone call,False,3,08-May,430,unknown,0,-1,False
491007,married,57,unknown,bachelor,accountant,unknown,-144,False,True,False,False,phone call,False,2,03-Jun,359,unknown,0,-1,False
511238,married,31,unknown,doctoral,student,cellular,214,True,True,False,True,phone call,False,6,30-Jan,141,failure,3,263,False
484377,married,50,3 or more,master,teacher,unknown,106,False,True,False,True,phone call,False,4,09-May,66,unknown,0,-1,False
484067,single,26,unknown,master,teacher,unknown,178,False,True,False,True,phone call,False,1,09-May,309,unknown,0,-1,False
507816,divorced,31,unknown,doctoral,scientist,cellular,1090,False,False,True,True,phone call,False,1,19-Nov,58,unknown,0,-1,False
496273,divorced,59,unknown,unknown,engineer,cellular,419,False,True,False,True,phone call,False,1,10-Jul,266,unknown,0,-1,False
483878,married,40,unknown,doctoral,manager,unknown,523,False,True,False,True,phone call,False,2,08-May,97,unknown,0,-1,False
525381,single,26,unknown,master,self-employed,cellular,579,False,False,False,True,phone call,True,1,12-Feb,198,unknown,0,-1,True
497872,married,37,unknown,doctoral,manager,telephone,2138,False,False,False,True,phone call,False,4,18-Jul,598,unknown,0,-1,False
482471,married,34,unknown,master,technician,unknown,65,True,False,False,True,phone call,False,1,05-May,21,unknown,0,-1,False
506043,married,32,1,master,scientist,cellular,-260,False,False,False,False,phone call,False,9,28-Aug,205,unknown,0,-1,False
501145,married,49,unknown,master,engineer,cellular,964,True,False,False,True,phone call,False,6,31-Jul,125,unknown,0,-1,False
501068,married,44,1,bachelor,architect,telephone,10,False,False,False,True,phone call,False,38,31-Jul,21,unknown,0,-1,False
520184,divorced,36,unknown,bachelor,engineer,cellular,10,False,False,False,True,phone call,False,2,14-May,491,unknown,0,-1,False
491815,married,56,unknown,master,scientist,unknown,333,False,True,False,True,phone call,False,4,06-Jun,200,unknown,0,-1,False
516743,single,27,unknown,doctoral,manager,cellular,89,False,False,False,True,phone call,False,1,04-May,131,unknown,0,-1,False
485661,married,45,unknown,bachelor,retired,unknown,1768,False,True,False,True,phone call,False,3,15-May,88,unknown,0,-1,False
513138,married,34,unknown,master,teacher,cellular,186,False,False,False,True,phone call,False,3,06-Feb,55,unknown,0,-1,False
523927,married,37,unknown,doctoral,manager,cellular,10,False,False,False,True,phone call,False,1,14-Sep,142,unknown,0,-1,False
482534,married,35,unknown,master,engineer,unknown,10,False,True,False,True,phone call,False,1,05-May,952,unknown,0,-1,False
505847,married,34,unknown,master,retired,cellular,420,True,True,False,True,phone call,False,8,28-Aug,125,unknown,0,-1,False
511415,single,30,unknown,doctoral,manager,cellular,554,True,False,False,True,phone call,False,1,02-Feb,430,unknown,0,-1,False
490073,married,42,unknown,master,engineer,unknown,2207,False,True,False,True,phone call,False,1,30-May,131,unknown,0,-1,False
515168,married,35,unknown,master,technician,cellular,397,False,True,False,True,phone call,False,1,17-Apr,552,failure,4,270,False
489832,married,53,unknown,bachelor,engineer,unknown,96,False,True,False,True,phone call,False,3,29-May,50,unknown,0,-1,False
499171,married,30,unknown,doctoral,technician,cellular,10,False,True,False,True,phone call,False,2,24-Jul,190,unknown,0,-1,False
512789,single,47,unknown,master,scientist,telephone,62,False,False,False,True,phone call,False,1,05-Feb,32,unknown,0,-1,False
522617,single,32,unknown,doctoral,manager,cellular,656,False,True,False,True,phone call,True,1,15-Jun,88,unknown,0,-1,True
483604,single,34,unknown,bachelor,engineer,unknown,10,False,True,False,True,phone call,False,1,08-May,293,unknown,0,-1,False
495173,married,40,unknown,master,scientist,cellular,326,True,False,False,True,phone call,False,1,07-Jul,127,unknown,0,-1,False
515709,married,35,1,master,teacher,cellular,952,False,True,False,True,phone call,False,2,20-Apr,88,unknown,0,-1,False
500563,single,38,3 or more,unknown,scientist,cellular,1741,False,False,False,True,phone call,False,4,30-Jul,300,unknown,0,-1,False
527385,married,37,0,master,manager,cellular,198,False,False,False,True,phone call,False,3,14-Oct,167,unknown,7,528,False
525110,married,55,unknown,unknown,manager,telephone,758,True,True,False,True,phone call,False,1,27-Jan,92,failure,6,100,False
518363,married,33,unknown,bachelor,engineer,cellular,135,False,True,False,True,phone call,False,1,08-May,495,unknown,0,-1,False
495556,married,56,3 or more,bachelor,architect,cellular,285,True,False,False,True,phone call,False,1,08-Jul,193,unknown,0,-1,False
520724,married,58,unknown,bachelor,engineer,cellular,713,False,True,False,True,phone call,False,2,15-May,69,unknown,0,-1,False
519146,divorced,35,unknown,master,scientist,cellular,10,False,True,False,True,phone call,False,6,12-May,167,unknown,0,-1,False
509147,married,38,1,doctoral,scientist,cellular,7,False,False,False,True,phone call,False,2,20-Nov,228,failure,3,101,False
525001,single,22,unknown,master,unemployed,cellular,239,False,False,False,True,phone call,True,2,13-Jan,131,unknown,0,-1,True
497959,married,47,unknown,unknown,teacher,cellular,1116,True,False,False,True,phone call,False,20,21-Jul,82,unknown,0,-1,False
497524,married,31,unknown,master,teacher,cellular,-17,True,True,False,False,phone call,False,2,17-Jul,726,unknown,0,-1,False
526843,married,71,unknown,master,accountant,cellular,1868,False,False,False,True,phone call,False,2,09-Aug,335,failure,1,291,False
526607,married,41,unknown,bachelor,engineer,unknown,170,False,True,False,True,phone call,False,1,20-Jul,7,failure,1,791,False
500778,married,48,unknown,master,manager,cellular,-778,True,False,False,False,phone call,False,16,31-Jul,7,unknown,0,-1,False
485600,married,60,2,doctoral,retired,unknown,1058,False,True,False,True,phone call,False,1,15-May,295,unknown,0,-1,False
520942,married,27,unknown,master,engineer,cellular,5279,False,False,False,True,phone call,False,2,15-May,232,unknown,0,-1,False
518589,married,40,unknown,doctoral,manager,cellular,10,False,False,False,True,phone call,False,1,11-May,39,unknown,0,-1,False
496363,single,33,unknown,master,engineer,cellular,108,True,True,False,True,phone call,False,3,10-Jul,168,unknown,0,-1,False
527537,single,36,unknown,doctoral,technician,cellular,892,False,False,False,True,phone call,False,4,11-Nov,108,failure,7,104,False
494932,divorced,49,unknown,bachelor,scientist,unknown,1636,True,False,False,True,phone call,False,3,03-Jul,112,unknown,0,-1,False
505379,married,45,0,bachelor,engineer,cellular,471,False,False,False,True,phone call,False,2,26-Aug,113,unknown,0,-1,False
512117,married,43,unknown,doctoral,technician,cellular,1195,False,True,False,True,phone call,False,1,04-Feb,103,unknown,0,-1,False
495477,married,40,3 or more,bachelor,teacher,cellular,-31,True,False,False,False,phone call,False,1,08-Jul,151,unknown,0,-1,False
527108,married,39,3 or more,doctoral,manager,cellular,455,False,False,False,True,phone call,True,1,09-Sep,196,success,5,183,True
527056,single,43,0,master,technician,cellular,1546,False,True,False,True,phone call,True,3,06-Sep,334,other,5,504,True
499125,single,31,2,master,teacher,cellular,10,False,True,False,True,phone call,False,1,24-Jul,328,unknown,0,-1,False
525920,married,63,1,bachelor,engineer,telephone,114,False,False,False,True,phone call,True,1,27-Apr,295,failure,7,180,True
515247,married,34,unknown,bachelor,retired,cellular,159,False,True,False,True,phone call,False,2,17-Apr,166,failure,1,329,False
490955,single,33,unknown,unknown,self-employed,unknown,163,False,True,False,True,phone call,False,1,03-Jun,296,unknown,0,-1,False
490976,married,43,unknown,unknown,engineer,unknown,645,False,True,False,True,phone call,False,4,03-Jun,74,unknown,0,-1,False
490450,single,31,1,doctoral,technician,unknown,6765,True,True,False,True,phone call,False,1,02-Jun,234,unknown,0,-1,False
502762,single,32,unknown,doctoral,manager,cellular,654,False,False,False,True,phone call,False,1,11-Aug,145,unknown,0,-1,False
490942,married,30,3 or more,doctoral,manager,unknown,1338,True,True,False,True,phone call,False,4,03-Jun,181,unknown,0,-1,False
509498,married,55,unknown,doctoral,scientist,cellular,1073,False,False,False,True,phone call,False,1,21-Nov,40,unknown,0,-1,False
515736,married,46,unknown,master,teacher,cellular,304,True,True,False,True,phone call,False,2,20-Apr,135,unknown,0,-1,False
487725,married,56,3 or more,bachelor,engineer,unknown,231,False,True,False,True,phone call,False,1,23-May,396,unknown,0,-1,False
495925,married,39,unknown,bachelor,engineer,cellular,3002,False,False,False,True,phone call,False,1,09-Jul,99,unknown,0,-1,False
525519,married,27,unknown,master,scientist,unknown,227,True,False,False,True,phone call,False,1,26-Feb,802,unknown,0,-1,False
509008,divorced,59,unknown,doctoral,manager,cellular,15360,False,True,False,True,phone call,False,2,20-Nov,425,unknown,0,-1,False
496357,married,31,unknown,bachelor,unemployed,cellular,51,False,True,False,True,phone call,True,1,10-Jul,440,unknown,0,-1,True
506887,married,53,2,doctoral,retired,cellular,2070,True,True,False,True,phone call,False,1,17-Nov,167,unknown,0,-1,False
510762,married,37,1,master,self-employed,cellular,1047,False,False,False,True,phone call,False,1,29-Jan,202,unknown,0,-1,False
521747,married,55,unknown,unknown,manager,cellular,1364,False,True,False,True,phone call,True,2,22-May,306,unknown,0,-1,True
503463,married,58,unknown,bachelor,accountant,cellular,13,False,False,False,True,phone call,False,2,14-Aug,144,unknown,0,-1,False
509124,single,33,3 or more,doctoral,manager,cellular,2134,False,True,False,True,phone call,False,1,20-Nov,243,unknown,0,-1,False
515660,single,32,unknown,doctoral,scientist,cellular,1319,False,True,False,True,phone call,False,1,20-Apr,173,other,1,335,False
507999,married,54,0,bachelor,engineer,cellular,5582,False,False,False,True,phone call,False,2,19-Nov,94,unknown,0,-1,False
518792,married,32,unknown,master,engineer,cellular,210,False,True,False,True,phone call,False,2,11-May,270,unknown,0,-1,False
501812,married,56,1,master,accountant,cellular,10,True,False,False,True,phone call,False,4,07-Aug,101,unknown,0,-1,False
487102,married,56,0,master,teacher,unknown,487,False,True,False,True,phone call,False,7,20-May,48,unknown,0,-1,False
504722,married,36,unknown,master,scientist,cellular,339,True,False,False,True,phone call,False,6,22-Aug,124,unknown,0,-1,False
484873,married,41,unknown,master,engineer,unknown,186,False,True,False,True,phone call,False,1,13-May,441,unknown,0,-1,False
518507,divorced,57,unknown,master,engineer,cellular,290,False,True,False,True,phone call,False,2,11-May,182,unknown,0,-1,False
486911,married,33,unknown,master,teacher,unknown,373,False,True,False,True,phone call,False,2,20-May,249,unknown,0,-1,False
497772,single,33,unknown,master,manager,cellular,-67,False,True,False,False,phone call,False,1,18-Jul,88,unknown,0,-1,False
513619,single,72,unknown,unknown,accountant,cellular,539,True,False,False,True,phone call,False,3,05-Mar,61,unknown,0,-1,False
506068,married,52,3 or more,master,engineer,cellular,285,False,False,False,True,phone call,False,26,28-Aug,25,unknown,0,-1,False
526827,single,27,3 or more,doctoral,scientist,cellular,371,False,False,False,True,phone call,True,3,06-Aug,198,success,2,93,True
489198,single,41,unknown,unknown,engineer,unknown,2562,False,True,False,True,phone call,False,1,28-May,50,unknown,0,-1,False
501507,single,44,2,master,manager,cellular,389,True,False,False,True,phone call,False,1,05-Aug,278,unknown,0,-1,False
503405,married,35,unknown,master,architect,cellular,456,False,False,False,True,phone call,False,4,14-Aug,375,unknown,0,-1,False
514201,single,27,unknown,master,unemployed,cellular,2363,False,False,False,True,phone call,True,2,08-Apr,131,unknown,0,-1,True
520427,single,32,unknown,master,technician,cellular,51,True,True,False,True,phone call,False,3,14-May,819,other,7,344,False
487194,married,34,unknown,master,teacher,unknown,21,False,False,False,True,phone call,False,1,21-May,150,unknown,0,-1,False
506330,divorced,35,unknown,master,manager,cellular,829,False,False,False,True,phone call,False,14,29-Aug,71,unknown,0,-1,False
515980,divorced,42,unknown,master,manager,cellular,295,False,True,False,True,phone call,False,3,20-Apr,124,unknown,0,-1,False
485639,married,34,unknown,bachelor,architect,unknown,88,False,True,False,True,phone call,False,2,15-May,127,unknown,0,-1,False
511517,married,55,unknown,bachelor,manager,cellular,569,True,False,False,True,phone call,False,1,02-Feb,105,failure,1,208,False
482725,married,42,3 or more,master,teacher,unknown,1147,False,True,False,True,phone call,False,2,06-May,105,unknown,0,-1,False
497913,married,27,unknown,bachelor,engineer,cellular,-389,True,False,False,False,phone call,False,4,21-Jul,86,unknown,0,-1,False
503242,single,34,1,master,scientist,cellular,24,False,False,False,True,phone call,True,1,13-Aug,893,unknown,0,-1,True
515279,married,42,unknown,master,engineer,cellular,645,False,True,False,True,phone call,False,2,17-Apr,49,unknown,0,-1,False
489702,married,49,unknown,bachelor,retired,unknown,2811,False,True,False,True,phone call,False,3,29-May,371,unknown,0,-1,False
496562,married,36,0,unknown,scientist,cellular,690,False,False,False,True,phone call,False,3,11-Jul,358,unknown,0,-1,False
489093,single,53,unknown,bachelor,engineer,unknown,-113,True,True,False,False,phone call,False,1,28-May,67,unknown,0,-1,False
484212,married,38,unknown,master,scientist,unknown,18,False,True,True,True,phone call,False,3,09-May,118,unknown,0,-1,False
507538,married,38,unknown,doctoral,retired,cellular,10,False,True,False,True,phone call,False,3,18-Nov,169,unknown,0,-1,False
515015,married,55,3 or more,master,teacher,cellular,2701,False,True,False,True,phone call,False,1,17-Apr,77,unknown,0,-1,False
525174,married,60,unknown,bachelor,engineer,cellular,15,False,False,False,True,phone call,True,1,29-Jan,482,success,1,92,True
508398,married,39,unknown,master,technician,cellular,-874,True,True,False,False,phone call,False,3,19-Nov,260,other,2,117,False
506364,single,36,unknown,doctoral,manager,cellular,33,False,False,False,True,phone call,False,4,29-Aug,335,unknown,0,-1,False
511084,single,29,unknown,master,engineer,cellular,192,False,False,False,True,phone call,False,2,30-Jan,117,unknown,0,-1,False
499764,single,32,unknown,master,technician,cellular,888,False,True,False,True,phone call,False,3,28-Jul,582,unknown,0,-1,False
516779,single,35,unknown,master,engineer,cellular,-842,False,True,True,False,phone call,False,4,05-May,135,failure,3,362,False
524988,single,31,unknown,master,scientist,cellular,2300,False,False,False,True,phone call,True,1,12-Jan,208,success,2,279,True
482368,single,33,unknown,unknown,unknown,unknown,11,False,False,False,True,phone call,False,1,05-May,180,unknown,0,-1,False
517587,single,30,3 or more,master,technician,cellular,210,False,True,False,True,phone call,False,1,07-May,412,unknown,0,-1,False
525969,married,45,3 or more,master,technician,cellular,195,False,False,False,True,phone call,True,1,04-May,499,success,2,90,True
501197,single,30,unknown,doctoral,student,cellular,607,False,False,False,True,phone call,False,1,04-Aug,202,unknown,0,-1,False
488146,married,50,unknown,bachelor,engineer,unknown,23,True,True,False,True,phone call,False,1,26-May,63,unknown,0,-1,False
485465,married,30,3 or more,bachelor,engineer,unknown,1342,False,True,False,True,phone call,False,2,14-May,326,unknown,0,-1,False
503570,married,46,unknown,doctoral,manager,cellular,13,False,False,False,True,phone call,False,4,18-Aug,85,unknown,0,-1,False
521026,married,45,0,bachelor,engineer,telephone,282,False,True,False,True,phone call,False,3,15-May,234,unknown,0,-1,False
